,Year,Commodity Group,C03409V04104,Country,UNIT,VALUE
93877,2005,Live animals except fish etc. (00),TW,Taiwan,Euro Thousand,0.0
93878,2005,Live animals except fish etc. (00),US,USA,Euro Thousand,8211.0
93879,2005,Live animals except fish etc. (00),XB,Great Britain,Euro Thousand,121589.0
93880,2005,Live animals except fish etc. (00),XI,Northern Ireland,Euro Thousand,65394.0
93881,2005,Live animals except fish etc. (00),ZA,South Africa,Euro Thousand,163.0
93882,2005,Live animals except fish etc. (00),ZZEU99,EU country not specified,Euro Thousand,0.0
93883,2005,Live animals except fish etc. (00),ZZWORX27,Other countries,Euro Thousand,8298.0
93884,2005,Meat and meat preparations (01),AT,Austria,Euro Thousand,1204.0
93885,2005,Meat and meat preparations (01),AU,Australia,Euro Thousand,91.0
93886,2005,Meat and meat preparations (01),BE,Belgium,Euro Thousand,31415.0
93887,2005,Meat and meat preparations (01),BG,Bulgaria,Euro Thousand,0.0
93888,2005,Meat and meat preparations (01),BR,Brazil,Euro Thousand,0.0
93889,2005,Meat and meat preparations (01),CA,Canada,Euro Thousand,0.0
93890,2005,Meat and meat preparations (01),CH,Switzerland,Euro Thousand,472.0
93891,2005,Meat and meat preparations (01),CN,China,Euro Thousand,6325.0
93892,2005,Meat and meat preparations (01),CY,Cyprus,Euro Thousand,745.0
93893,2005,Meat and meat preparations (01),CZ,Czech Republic,Euro Thousand,2040.0
93894,2005,Meat and meat preparations (01),DE,Germany,Euro Thousand,46871.0
93895,2005,Meat and meat preparations (01),DK,Denmark,Euro Thousand,25332.0
93896,2005,Meat and meat preparations (01),EE,Estonia,Euro Thousand,140.0
93897,2005,Meat and meat preparations (01),ES,Spain,Euro Thousand,70691.0
93898,2005,Meat and meat preparations (01),FI,Finland,Euro Thousand,1575.0
93899,2005,Meat and meat preparations (01),FR,France,Euro Thousand,285297.0
93900,2005,Meat and meat preparations (01),GR,Greece,Euro Thousand,867.0
93901,2005,Meat and meat preparations (01),HR,Croatia,Euro Thousand,0.0
93902,2005,Meat and meat preparations (01),HU,Hungary,Euro Thousand,46.0
93903,2005,Meat and meat preparations (01),IN,India,Euro Thousand,35.0
93904,2005,Meat and meat preparations (01),IT,Italy,Euro Thousand,183359.0
93905,2005,Meat and meat preparations (01),JP,Japan,Euro Thousand,27348.0
93906,2005,Meat and meat preparations (01),KR,South Korea,Euro Thousand,1499.0
93907,2005,Meat and meat preparations (01),LT,Lithuania,Euro Thousand,86.0
93908,2005,Meat and meat preparations (01),LU,Luxembourg,Euro Thousand,207.0
93909,2005,Meat and meat preparations (01),LV,Latvia,Euro Thousand,170.0
93910,2005,Meat and meat preparations (01),MT,Malta,Euro Thousand,800.0
93911,2005,Meat and meat preparations (01),MX,Mexico,Euro Thousand,7.0
93912,2005,Meat and meat preparations (01),MY,Malaysia,Euro Thousand,0.0
93913,2005,Meat and meat preparations (01),NL,Netherlands,Euro Thousand,146865.0
93914,2005,Meat and meat preparations (01),NO,Norway,Euro Thousand,1128.0
93915,2005,Meat and meat preparations (01),PL,Poland,Euro Thousand,2540.0
93916,2005,Meat and meat preparations (01),PT,Portugal,Euro Thousand,34253.0
93917,2005,Meat and meat preparations (01),RO,Romania,Euro Thousand,149.0
93918,2005,Meat and meat preparations (01),RU,Russia,Euro Thousand,37802.0
93919,2005,Meat and meat preparations (01),SA,Saudi Arabia,Euro Thousand,0.0
93920,2005,Meat and meat preparations (01),SE,Sweden,Euro Thousand,77093.0
93921,2005,Meat and meat preparations (01),SG,Singapore,Euro Thousand,1056.0
93922,2005,Meat and meat preparations (01),SI,Slovenia,Euro Thousand,0.0
93923,2005,Meat and meat preparations (01),SK,Slovakia,Euro Thousand,41.0
93924,2005,Meat and meat preparations (01),TH,Thailand,Euro Thousand,169.0
93925,2005,Meat and meat preparations (01),TR,Turkey,Euro Thousand,16.0
93926,2005,Meat and meat preparations (01),TW,Taiwan,Euro Thousand,0.0
93927,2005,Meat and meat preparations (01),US,USA,Euro Thousand,11396.0
93928,2005,Meat and meat preparations (01),XB,Great Britain,Euro Thousand,1076907.0
93929,2005,Meat and meat preparations (01),XI,Northern Ireland,Euro Thousand,80848.0
93930,2005,Meat and meat preparations (01),ZA,South Africa,Euro Thousand,684.0
93931,2005,Meat and meat preparations (01),ZZEU99,EU country not specified,Euro Thousand,9.0
93932,2005,Meat and meat preparations (01),ZZWORX27,Other countries,Euro Thousand,18364.0
93933,2005,Dairy products and birds eggs (02),AT,Austria,Euro Thousand,701.0
93934,2005,Dairy products and birds eggs (02),AU,Australia,Euro Thousand,225.0
93935,2005,Dairy products and birds eggs (02),BE,Belgium,Euro Thousand,45276.0
93936,2005,Dairy products and birds eggs (02),BG,Bulgaria,Euro Thousand,0.0
93937,2005,Dairy products and birds eggs (02),BR,Brazil,Euro Thousand,0.0
93938,2005,Dairy products and birds eggs (02),CA,Canada,Euro Thousand,329.0
93939,2005,Dairy products and birds eggs (02),CH,Switzerland,Euro Thousand,416.0
93940,2005,Dairy products and birds eggs (02),CN,China,Euro Thousand,10258.0
93941,2005,Dairy products and birds eggs (02),CY,Cyprus,Euro Thousand,1107.0
93942,2005,Dairy products and birds eggs (02),CZ,Czech Republic,Euro Thousand,0.0
93943,2005,Dairy products and birds eggs (02),DE,Germany,Euro Thousand,159645.0
93944,2005,Dairy products and birds eggs (02),DK,Denmark,Euro Thousand,6235.0
93945,2005,Dairy products and birds eggs (02),EE,Estonia,Euro Thousand,0.0
93946,2005,Dairy products and birds eggs (02),ES,Spain,Euro Thousand,11327.0
93947,2005,Dairy products and birds eggs (02),FI,Finland,Euro Thousand,38.0
93948,2005,Dairy products and birds eggs (02),FR,France,Euro Thousand,97417.0
93949,2005,Dairy products and birds eggs (02),GR,Greece,Euro Thousand,19323.0
93950,2005,Dairy products and birds eggs (02),HR,Croatia,Euro Thousand,0.0
93951,2005,Dairy products and birds eggs (02),HU,Hungary,Euro Thousand,545.0
93952,2005,Dairy products and birds eggs (02),IN,India,Euro Thousand,0.0
93953,2005,Dairy products and birds eggs (02),IT,Italy,Euro Thousand,11148.0
93954,2005,Dairy products and birds eggs (02),JP,Japan,Euro Thousand,4605.0
93955,2005,Dairy products and birds eggs (02),KR,South Korea,Euro Thousand,0.0
93956,2005,Dairy products and birds eggs (02),LT,Lithuania,Euro Thousand,0.0
93957,2005,Dairy products and birds eggs (02),LU,Luxembourg,Euro Thousand,0.0
93958,2005,Dairy products and birds eggs (02),LV,Latvia,Euro Thousand,0.0
93959,2005,Dairy products and birds eggs (02),MT,Malta,Euro Thousand,2643.0
93960,2005,Dairy products and birds eggs (02),MX,Mexico,Euro Thousand,6854.0
93961,2005,Dairy products and birds eggs (02),MY,Malaysia,Euro Thousand,3252.0
93962,2005,Dairy products and birds eggs (02),NL,Netherlands,Euro Thousand,60243.0
93963,2005,Dairy products and birds eggs (02),NO,Norway,Euro Thousand,51.0
93964,2005,Dairy products and birds eggs (02),PL,Poland,Euro Thousand,159.0
93965,2005,Dairy products and birds eggs (02),PT,Portugal,Euro Thousand,602.0
93966,2005,Dairy products and birds eggs (02),RO,Romania,Euro Thousand,0.0
93967,2005,Dairy products and birds eggs (02),RU,Russia,Euro Thousand,34.0
93968,2005,Dairy products and birds eggs (02),SA,Saudi Arabia,Euro Thousand,2446.0
93969,2005,Dairy products and birds eggs (02),SE,Sweden,Euro Thousand,86.0
93970,2005,Dairy products and birds eggs (02),SG,Singapore,Euro Thousand,537.0
93971,2005,Dairy products and birds eggs (02),SI,Slovenia,Euro Thousand,0.0
93972,2005,Dairy products and birds eggs (02),SK,Slovakia,Euro Thousand,0.0
93973,2005,Dairy products and birds eggs (02),TH,Thailand,Euro Thousand,4435.0
93974,2005,Dairy products and birds eggs (02),TR,Turkey,Euro Thousand,144.0
93975,2005,Dairy products and birds eggs (02),TW,Taiwan,Euro Thousand,696.0
93976,2005,Dairy products and birds eggs (02),US,USA,Euro Thousand,21982.0
93977,2005,Dairy products and birds eggs (02),XB,Great Britain,Euro Thousand,437072.0
93978,2005,Dairy products and birds eggs (02),XI,Northern Ireland,Euro Thousand,49642.0
93979,2005,Dairy products and birds eggs (02),ZA,South Africa,Euro Thousand,4864.0
93980,2005,Dairy products and birds eggs (02),ZZEU99,EU country not specified,Euro Thousand,1.0
93981,2005,Dairy products and birds eggs (02),ZZWORX27,Other countries,Euro Thousand,142748.0
93982,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",AT,Austria,Euro Thousand,242.0
93983,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",AU,Australia,Euro Thousand,0.0
93984,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",BE,Belgium,Euro Thousand,3302.0
93985,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",BG,Bulgaria,Euro Thousand,734.0
93986,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",BR,Brazil,Euro Thousand,0.0
93987,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",CA,Canada,Euro Thousand,24.0
93988,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",CH,Switzerland,Euro Thousand,974.0
93989,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",CN,China,Euro Thousand,4982.0
93990,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",CY,Cyprus,Euro Thousand,77.0
93991,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",CZ,Czech Republic,Euro Thousand,2306.0
93992,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",DE,Germany,Euro Thousand,24929.0
93993,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",DK,Denmark,Euro Thousand,2966.0
93994,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",EE,Estonia,Euro Thousand,144.0
93995,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",ES,Spain,Euro Thousand,67815.0
93996,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",FI,Finland,Euro Thousand,126.0
93997,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",FR,France,Euro Thousand,83161.0
93998,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",GR,Greece,Euro Thousand,856.0
93999,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",HR,Croatia,Euro Thousand,57.0
94000,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",HU,Hungary,Euro Thousand,20.0
94001,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",IN,India,Euro Thousand,0.0
94002,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",IT,Italy,Euro Thousand,22573.0
94003,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",JP,Japan,Euro Thousand,12471.0
94004,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",KR,South Korea,Euro Thousand,1661.0
94005,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",LT,Lithuania,Euro Thousand,57.0
94006,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",LU,Luxembourg,Euro Thousand,76.0
94007,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",LV,Latvia,Euro Thousand,323.0
94008,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",MT,Malta,Euro Thousand,615.0
94009,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",MX,Mexico,Euro Thousand,0.0
94010,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",MY,Malaysia,Euro Thousand,272.0
94011,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",NL,Netherlands,Euro Thousand,10911.0
94012,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",NO,Norway,Euro Thousand,63.0
94013,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",PL,Poland,Euro Thousand,8353.0
94014,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",PT,Portugal,Euro Thousand,1186.0
94015,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",RO,Romania,Euro Thousand,2385.0
94016,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",RU,Russia,Euro Thousand,3075.0
94017,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",SA,Saudi Arabia,Euro Thousand,0.0
94018,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",SE,Sweden,Euro Thousand,3301.0
94019,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",SG,Singapore,Euro Thousand,1.0
94020,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",SI,Slovenia,Euro Thousand,152.0
94021,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",SK,Slovakia,Euro Thousand,1111.0
94022,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",TH,Thailand,Euro Thousand,138.0
94023,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",TR,Turkey,Euro Thousand,49.0
94024,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",TW,Taiwan,Euro Thousand,63.0
94025,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",US,USA,Euro Thousand,2120.0
94026,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",XB,Great Britain,Euro Thousand,50434.0
94027,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",XI,Northern Ireland,Euro Thousand,8211.0
94028,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",ZA,South Africa,Euro Thousand,69.0
94029,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",ZZEU99,EU country not specified,Euro Thousand,8.0
94030,2005,"Fish, crustaceans, molluscs and preparations thereof (03)",ZZWORX27,Other countries,Euro Thousand,13789.0
94031,2005,Cereals and cereal preparations (04),AT,Austria,Euro Thousand,3.0
94032,2005,Cereals and cereal preparations (04),AU,Australia,Euro Thousand,9.0
94033,2005,Cereals and cereal preparations (04),BE,Belgium,Euro Thousand,184.0
94034,2005,Cereals and cereal preparations (04),BG,Bulgaria,Euro Thousand,9.0
94035,2005,Cereals and cereal preparations (04),BR,Brazil,Euro Thousand,0.0
94036,2005,Cereals and cereal preparations (04),CA,Canada,Euro Thousand,147.0
94037,2005,Cereals and cereal preparations (04),CH,Switzerland,Euro Thousand,0.0
94038,2005,Cereals and cereal preparations (04),CN,China,Euro Thousand,3.0
94039,2005,Cereals and cereal preparations (04),CY,Cyprus,Euro Thousand,126.0
94040,2005,Cereals and cereal preparations (04),CZ,Czech Republic,Euro Thousand,0.0
94041,2005,Cereals and cereal preparations (04),DE,Germany,Euro Thousand,8170.0
94042,2005,Cereals and cereal preparations (04),DK,Denmark,Euro Thousand,2.0
94043,2005,Cereals and cereal preparations (04),EE,Estonia,Euro Thousand,0.0
94044,2005,Cereals and cereal preparations (04),ES,Spain,Euro Thousand,245.0
94045,2005,Cereals and cereal preparations (04),FI,Finland,Euro Thousand,0.0
94046,2005,Cereals and cereal preparations (04),FR,France,Euro Thousand,831.0
94047,2005,Cereals and cereal preparations (04),GR,Greece,Euro Thousand,20.0
94048,2005,Cereals and cereal preparations (04),HR,Croatia,Euro Thousand,0.0
94049,2005,Cereals and cereal preparations (04),HU,Hungary,Euro Thousand,0.0
94050,2005,Cereals and cereal preparations (04),IN,India,Euro Thousand,24.0
94051,2005,Cereals and cereal preparations (04),IT,Italy,Euro Thousand,204.0
94052,2005,Cereals and cereal preparations (04),JP,Japan,Euro Thousand,117.0
94053,2005,Cereals and cereal preparations (04),KR,South Korea,Euro Thousand,0.0
94054,2005,Cereals and cereal preparations (04),LT,Lithuania,Euro Thousand,0.0
94055,2005,Cereals and cereal preparations (04),LU,Luxembourg,Euro Thousand,0.0
94056,2005,Cereals and cereal preparations (04),LV,Latvia,Euro Thousand,0.0
94057,2005,Cereals and cereal preparations (04),MT,Malta,Euro Thousand,114.0
94058,2005,Cereals and cereal preparations (04),MX,Mexico,Euro Thousand,0.0
94059,2005,Cereals and cereal preparations (04),MY,Malaysia,Euro Thousand,6.0
94060,2005,Cereals and cereal preparations (04),NL,Netherlands,Euro Thousand,4385.0
94061,2005,Cereals and cereal preparations (04),NO,Norway,Euro Thousand,0.0
94062,2005,Cereals and cereal preparations (04),PL,Poland,Euro Thousand,0.0
94063,2005,Cereals and cereal preparations (04),PT,Portugal,Euro Thousand,63.0
94064,2005,Cereals and cereal preparations (04),RO,Romania,Euro Thousand,0.0
94065,2005,Cereals and cereal preparations (04),RU,Russia,Euro Thousand,1429.0
94066,2005,Cereals and cereal preparations (04),SA,Saudi Arabia,Euro Thousand,16.0
94067,2005,Cereals and cereal preparations (04),SE,Sweden,Euro Thousand,1152.0
94068,2005,Cereals and cereal preparations (04),SG,Singapore,Euro Thousand,108.0
94069,2005,Cereals and cereal preparations (04),SI,Slovenia,Euro Thousand,0.0
94070,2005,Cereals and cereal preparations (04),SK,Slovakia,Euro Thousand,1.0
94071,2005,Cereals and cereal preparations (04),TH,Thailand,Euro Thousand,4777.0
94072,2005,Cereals and cereal preparations (04),TR,Turkey,Euro Thousand,0.0
94073,2005,Cereals and cereal preparations (04),TW,Taiwan,Euro Thousand,11.0
94074,2005,Cereals and cereal preparations (04),US,USA,Euro Thousand,7982.0
94075,2005,Cereals and cereal preparations (04),XB,Great Britain,Euro Thousand,178256.0
94076,2005,Cereals and cereal preparations (04),XI,Northern Ireland,Euro Thousand,36780.0
94077,2005,Cereals and cereal preparations (04),ZA,South Africa,Euro Thousand,69.0
94078,2005,Cereals and cereal preparations (04),ZZEU99,EU country not specified,Euro Thousand,4.0
94079,2005,Cereals and cereal preparations (04),ZZWORX27,Other countries,Euro Thousand,8943.0
94080,2005,Vegetables and fruit (05),AT,Austria,Euro Thousand,0.0
94081,2005,Vegetables and fruit (05),AU,Australia,Euro Thousand,87.0
94082,2005,Vegetables and fruit (05),BE,Belgium,Euro Thousand,4782.0
94083,2005,Vegetables and fruit (05),BG,Bulgaria,Euro Thousand,273.0
94084,2005,Vegetables and fruit (05),BR,Brazil,Euro Thousand,62.0
94085,2005,Vegetables and fruit (05),CA,Canada,Euro Thousand,2.0
94086,2005,Vegetables and fruit (05),CH,Switzerland,Euro Thousand,4.0
94087,2005,Vegetables and fruit (05),CN,China,Euro Thousand,28.0
94088,2005,Vegetables and fruit (05),CY,Cyprus,Euro Thousand,30.0
94089,2005,Vegetables and fruit (05),CZ,Czech Republic,Euro Thousand,10.0
94090,2005,Vegetables and fruit (05),DE,Germany,Euro Thousand,2145.0
94091,2005,Vegetables and fruit (05),DK,Denmark,Euro Thousand,54.0
94092,2005,Vegetables and fruit (05),EE,Estonia,Euro Thousand,74.0
94093,2005,Vegetables and fruit (05),ES,Spain,Euro Thousand,1144.0
94094,2005,Vegetables and fruit (05),FI,Finland,Euro Thousand,178.0
94095,2005,Vegetables and fruit (05),FR,France,Euro Thousand,3603.0
94096,2005,Vegetables and fruit (05),GR,Greece,Euro Thousand,61.0
94097,2005,Vegetables and fruit (05),HR,Croatia,Euro Thousand,216.0
94098,2005,Vegetables and fruit (05),HU,Hungary,Euro Thousand,190.0
94099,2005,Vegetables and fruit (05),IN,India,Euro Thousand,0.0
94100,2005,Vegetables and fruit (05),IT,Italy,Euro Thousand,387.0
94101,2005,Vegetables and fruit (05),JP,Japan,Euro Thousand,45.0
94102,2005,Vegetables and fruit (05),KR,South Korea,Euro Thousand,0.0
94103,2005,Vegetables and fruit (05),LT,Lithuania,Euro Thousand,202.0
94104,2005,Vegetables and fruit (05),LU,Luxembourg,Euro Thousand,0.0
94105,2005,Vegetables and fruit (05),LV,Latvia,Euro Thousand,0.0
94106,2005,Vegetables and fruit (05),MT,Malta,Euro Thousand,41.0
94107,2005,Vegetables and fruit (05),MX,Mexico,Euro Thousand,0.0
94108,2005,Vegetables and fruit (05),MY,Malaysia,Euro Thousand,0.0
94109,2005,Vegetables and fruit (05),NL,Netherlands,Euro Thousand,2053.0
94110,2005,Vegetables and fruit (05),NO,Norway,Euro Thousand,62.0
94111,2005,Vegetables and fruit (05),PL,Poland,Euro Thousand,114.0
94112,2005,Vegetables and fruit (05),PT,Portugal,Euro Thousand,390.0
94113,2005,Vegetables and fruit (05),RO,Romania,Euro Thousand,2253.0
94114,2005,Vegetables and fruit (05),RU,Russia,Euro Thousand,1486.0
94115,2005,Vegetables and fruit (05),SA,Saudi Arabia,Euro Thousand,1965.0
94116,2005,Vegetables and fruit (05),SE,Sweden,Euro Thousand,1127.0
94117,2005,Vegetables and fruit (05),SG,Singapore,Euro Thousand,45.0
94118,2005,Vegetables and fruit (05),SI,Slovenia,Euro Thousand,110.0
94119,2005,Vegetables and fruit (05),SK,Slovakia,Euro Thousand,0.0
94120,2005,Vegetables and fruit (05),TH,Thailand,Euro Thousand,67.0
94121,2005,Vegetables and fruit (05),TR,Turkey,Euro Thousand,3.0
94122,2005,Vegetables and fruit (05),TW,Taiwan,Euro Thousand,0.0
94123,2005,Vegetables and fruit (05),US,USA,Euro Thousand,102.0
94124,2005,Vegetables and fruit (05),XB,Great Britain,Euro Thousand,175172.0
94125,2005,Vegetables and fruit (05),XI,Northern Ireland,Euro Thousand,42627.0
94126,2005,Vegetables and fruit (05),ZA,South Africa,Euro Thousand,0.0
94127,2005,Vegetables and fruit (05),ZZEU99,EU country not specified,Euro Thousand,0.0
94128,2005,Vegetables and fruit (05),ZZWORX27,Other countries,Euro Thousand,2751.0
94129,2005,"Sugar, sugar preparations and honey (06)",AT,Austria,Euro Thousand,1064.0
94130,2005,"Sugar, sugar preparations and honey (06)",AU,Australia,Euro Thousand,90.0
94131,2005,"Sugar, sugar preparations and honey (06)",BE,Belgium,Euro Thousand,3324.0
94132,2005,"Sugar, sugar preparations and honey (06)",BG,Bulgaria,Euro Thousand,0.0
94133,2005,"Sugar, sugar preparations and honey (06)",BR,Brazil,Euro Thousand,0.0
94134,2005,"Sugar, sugar preparations and honey (06)",CA,Canada,Euro Thousand,895.0
94135,2005,"Sugar, sugar preparations and honey (06)",CH,Switzerland,Euro Thousand,856.0
94136,2005,"Sugar, sugar preparations and honey (06)",CN,China,Euro Thousand,121.0
94137,2005,"Sugar, sugar preparations and honey (06)",CY,Cyprus,Euro Thousand,78.0
94138,2005,"Sugar, sugar preparations and honey (06)",CZ,Czech Republic,Euro Thousand,25.0
94139,2005,"Sugar, sugar preparations and honey (06)",DE,Germany,Euro Thousand,11755.0
94140,2005,"Sugar, sugar preparations and honey (06)",DK,Denmark,Euro Thousand,921.0
94141,2005,"Sugar, sugar preparations and honey (06)",EE,Estonia,Euro Thousand,0.0
94142,2005,"Sugar, sugar preparations and honey (06)",ES,Spain,Euro Thousand,1860.0
94143,2005,"Sugar, sugar preparations and honey (06)",FI,Finland,Euro Thousand,36.0
94144,2005,"Sugar, sugar preparations and honey (06)",FR,France,Euro Thousand,8834.0
94145,2005,"Sugar, sugar preparations and honey (06)",GR,Greece,Euro Thousand,8.0
94146,2005,"Sugar, sugar preparations and honey (06)",HR,Croatia,Euro Thousand,0.0
94147,2005,"Sugar, sugar preparations and honey (06)",HU,Hungary,Euro Thousand,53.0
94148,2005,"Sugar, sugar preparations and honey (06)",IN,India,Euro Thousand,0.0
94149,2005,"Sugar, sugar preparations and honey (06)",IT,Italy,Euro Thousand,5478.0
94150,2005,"Sugar, sugar preparations and honey (06)",JP,Japan,Euro Thousand,0.0
94151,2005,"Sugar, sugar preparations and honey (06)",KR,South Korea,Euro Thousand,0.0
94152,2005,"Sugar, sugar preparations and honey (06)",LT,Lithuania,Euro Thousand,0.0
94153,2005,"Sugar, sugar preparations and honey (06)",LU,Luxembourg,Euro Thousand,297.0
94154,2005,"Sugar, sugar preparations and honey (06)",LV,Latvia,Euro Thousand,0.0
94155,2005,"Sugar, sugar preparations and honey (06)",MT,Malta,Euro Thousand,8.0
94156,2005,"Sugar, sugar preparations and honey (06)",MX,Mexico,Euro Thousand,0.0
94157,2005,"Sugar, sugar preparations and honey (06)",MY,Malaysia,Euro Thousand,36.0
94158,2005,"Sugar, sugar preparations and honey (06)",NL,Netherlands,Euro Thousand,1515.0
94159,2005,"Sugar, sugar preparations and honey (06)",NO,Norway,Euro Thousand,501.0
94160,2005,"Sugar, sugar preparations and honey (06)",PL,Poland,Euro Thousand,4292.0
94161,2005,"Sugar, sugar preparations and honey (06)",PT,Portugal,Euro Thousand,33.0
94162,2005,"Sugar, sugar preparations and honey (06)",RO,Romania,Euro Thousand,1.0
94163,2005,"Sugar, sugar preparations and honey (06)",RU,Russia,Euro Thousand,236.0
94164,2005,"Sugar, sugar preparations and honey (06)",SA,Saudi Arabia,Euro Thousand,0.0
94165,2005,"Sugar, sugar preparations and honey (06)",SE,Sweden,Euro Thousand,210.0
94166,2005,"Sugar, sugar preparations and honey (06)",SG,Singapore,Euro Thousand,517.0
94167,2005,"Sugar, sugar preparations and honey (06)",SI,Slovenia,Euro Thousand,0.0
94168,2005,"Sugar, sugar preparations and honey (06)",SK,Slovakia,Euro Thousand,0.0
94169,2005,"Sugar, sugar preparations and honey (06)",TH,Thailand,Euro Thousand,0.0
94170,2005,"Sugar, sugar preparations and honey (06)",TR,Turkey,Euro Thousand,13.0
94171,2005,"Sugar, sugar preparations and honey (06)",TW,Taiwan,Euro Thousand,0.0
94172,2005,"Sugar, sugar preparations and honey (06)",US,USA,Euro Thousand,3853.0
94173,2005,"Sugar, sugar preparations and honey (06)",XB,Great Britain,Euro Thousand,39681.0
94174,2005,"Sugar, sugar preparations and honey (06)",XI,Northern Ireland,Euro Thousand,35164.0
94175,2005,"Sugar, sugar preparations and honey (06)",ZA,South Africa,Euro Thousand,257.0
94176,2005,"Sugar, sugar preparations and honey (06)",ZZEU99,EU country not specified,Euro Thousand,0.0
94177,2005,"Sugar, sugar preparations and honey (06)",ZZWORX27,Other countries,Euro Thousand,13500.0
94178,2005,"Coffee, tea, cocoa, spices and manufactures thereof (07)",AT,Austria,Euro Thousand,7.0
94179,2005,"Coffee, tea, cocoa, spices and manufactures thereof (07)",AU,Australia,Euro Thousand,705.0
94180,2005,"Coffee, tea, cocoa, spices and manufactures thereof (07)",BE,Belgium,Euro Thousand,161.0
94181,2005,"Coffee, tea, cocoa, spices and manufactures thereof (07)",BG,Bulgaria,Euro Thousand,9.0
94182,2005,"Coffee, tea, cocoa, spices and manufactures thereof (07)",BR,Brazil,Euro Thousand,3.0
94183,2005,"Coffee, tea, cocoa, spices and manufactures thereof (07)",CA,Canada,Euro Thousand,13549.0
94184,2005,"Coffee, tea, cocoa, spices and manufactures thereof (07)",CH,Switzerland,Euro Thousand,7831.0
94185,2005,"Coffee, tea, cocoa, spices and manufactures thereof (07)",CN,China,Euro Thousand,149.0
94186,2005,"Coffee, tea, cocoa, spices and manufactures thereof (07)",CY,Cyprus,Euro Thousand,85.0
94187,2005,"Coffee, tea, cocoa, spices and manufactures thereof (07)",CZ,Czech Republic,Euro Thousand,27.0
94188,2005,"Coffee, tea, cocoa, spices and manufactures thereof (07)",DE,Germany,Euro Thousand,1170.0
94189,2005,"Coffee, tea, cocoa, spices and manufactures thereof (07)",DK,Denmark,Euro Thousand,21.0
94190,2005,"Coffee, tea, cocoa, spices and manufactures thereof (07)",EE,Estonia,Euro Thousand,0.0
94191,2005,"Coffee, tea, cocoa, spices and manufactures thereof (07)",ES,Spain,Euro Thousand,733.0
94192,2005,"Coffee, tea, cocoa, spices and manufactures thereof (07)",FI,Finland,Euro Thousand,0.0
94193,2005,"Coffee, tea, cocoa, spices and manufactures thereof (07)",FR,France,Euro Thousand,484.0
94194,2005,"Coffee, tea, cocoa, spices and manufactures thereof (07)",GR,Greece,Euro Thousand,72.0
94195,2005,"Coffee, tea, cocoa, spices and manufactures thereof (07)",HR,Croatia,Euro Thousand,3.0
94196,2005,"Coffee, tea, cocoa, spices and manufactures thereof (07)",HU,Hungary,Euro Thousand,7.0
94197,2005,"Coffee, tea, cocoa, spices and manufactures thereof (07)",IN,India,Euro Thousand,35.0
94198,2005,"Coffee, tea, cocoa, spices and manufactures thereof (07)",IT,Italy,Euro Thousand,785.0
